brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Jeep,Wrangler Unlimited Sport,2020.0,24040.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,False,True,35273.0,5.0,4808.0,2.0
Toyota,Highlander Base,2001.0,231581.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,False,True,4300.0,24.0,9649.208333333334,3.0
Ford,F-150 Lariat,2019.0,81000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,False,True,38500.0,6.0,13500.0,3.5
Land,Rover Discovery Sport S R-Dynamic,2022.0,23568.0,Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,False,False,44998.0,3.0,7856.0,2.0
Mazda,Mazda6 Touring,2020.0,78700.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,18000.0,5.0,15740.0,2.5
Kia,Optima EX,2015.0,109580.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,False,True,11900.0,10.0,10958.0,2.4
Lexus,RX 350 Base,2009.0,178000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,False,True,4500.0,16.0,11125.0,3.5
Mitsubishi,Outlander Sport 2.4 SE,2016.0,131193.0,Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,Black,False,True,11970.0,9.0,14577.0,2.4
Mercedes-Benz,GLS 450 Base 4MATIC,2017.0,106000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,False,True,25900.0,8.0,13250.0,3.0
Audi,A3 2.0T Premium,2019.0,28211.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,27500.0,6.0,4701.833333333333,2.0
Audi,A4 2.0T Premium,2015.0,91403.0,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Silver,Gray,False,False,14998.0,10.0,9140.3,2.0
Mercedes-Benz,CLA-Class CLA 250,2016.0,88600.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,16800.0,9.0,9844.444444444445,2.0
INFINITI,FX50 Base,2011.0,84900.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,False,22450.0,14.0,6064.285714285715,5.0
Kia,K5 EX,2021.0,11154.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,False,False,28998.0,4.0,2788.5,1.6
BMW,X5 eDrive xDrive40e,2018.0,45090.0,Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,False,True,30750.0,7.0,6441.428571428572,2.0
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003.0,33272.0,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,False,True,11900.0,22.0,1512.3636363636363,2.3
Jeep,Wrangler SE,2003.0,71000.0,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,False,True,12499.0,22.0,3227.2727272727275,2.4
Kia,Telluride SX,2020.0,55400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,White,False,False,36500.0,5.0,11080.0,3.8
Land,Rover LR4 Lux,2012.0,141525.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,14490.0,13.0,10886.538461538461,5.0
Jaguar,XKR Base,2007.0,50000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,False,True,21900.0,18.0,2777.777777777778,4.2
BMW,M4 Base,2020.0,29140.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Orange,Orange,False,True,71995.0,5.0,5828.0,3.0
BMW,M340 i xDrive,2022.0,9000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,False,True,56900.0,3.0,3000.0,3.0
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021.0,5595.0,Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,False,False,83598.0,4.0,1398.75,3.0
RAM,1500 Laramie,2022.0,34121.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,False,False,48190.0,3.0,11373.666666666666,5.7
BMW,ALPINA B7 Base,2013.0,36750.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,35999.0,12.0,3062.5,4.4
Mercedes-Benz,C-Class C280 4MATIC,2007.0,49626.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,False,True,12000.0,18.0,2757.0,3.0
Jeep,Compass High Altitude,2017.0,45000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,16500.0,8.0,5625.0,2.4
Toyota,Highlander Hybrid XLE,2019.0,69350.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Gray,False,True,36000.0,6.0,11558.333333333334,3.5
BMW,X5 M Base,2022.0,8307.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Blue Metallic,Sakhir Orange,False,False,98900.0,3.0,2769.0,4.4
BMW,M3 Base,2023.0,4106.0,Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,6-Speed Manual,Isle of Man Green Metallic,Kyalami Orange,False,True,84645.0,2.0,2053.0,3.0
BMW,M3 Base,1999.0,184700.0,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,False,True,36950.0,26.0,7103.846153846154,3.2
Maserati,Quattroporte S Q4 GranLusso,2018.0,57500.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,False,True,41900.0,7.0,8214.285714285714,3.0
Acura,RDX Advance Package,2021.0,29000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,39650.0,4.0,7250.0,2.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015.0,61675.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,19000.0,10.0,6167.5,2.0
Mercedes-Benz,Sprinter 3500XD High Roof,2021.0,33300.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,False,True,45000.0,4.0,8325.0,3.0
Cadillac,XTS Luxury,2014.0,62950.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,False,True,17498.0,11.0,5722.727272727273,3.6
Chevrolet,Camaro 2LT,2015.0,56675.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,False,True,19750.0,10.0,5667.5,3.6
Porsche,Cayenne S,2013.0,92000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,False,True,23000.0,12.0,7666.666666666667,4.8
Dodge,Magnum R/T,2005.0,96000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,False,True,12000.0,20.0,4800.0,5.7
INFINITI,Q70 3.7X,2014.0,33500.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,23000.0,11.0,3045.4545454545455,3.7
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020.0,16754.0,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,False,True,112000.0,5.0,3350.8,5.0
Toyota,Camry Hybrid Base,2007.0,53249.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,False,True,9250.0,18.0,2958.277777777778,2.4
GMC,Acadia SLT-1,2016.0,119000.0,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,False,True,12500.0,9.0,13222.222222222223,3.6
Lincoln,Corsair Reserve,2021.0,29336.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,False,False,36999.0,4.0,7334.0,2.0
RAM,2500 SLT,2017.0,86000.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,False,True,41000.0,8.0,10750.0,6.7
RAM,3500 Laramie,2014.0,177000.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,False,True,40500.0,11.0,16090.90909090909,6.7
Mercedes-Benz,GL-Class GL 450 4MATIC,2013.0,93500.0,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,15900.0,12.0,7791.666666666667,4.6
BMW,M5 Base,2018.0,47700.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,White,False,True,54999.0,7.0,6814.285714285715,4.4
Ford,Mustang SVT Cobra,2003.0,97496.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,False,False,24500.0,22.0,4431.636363636364,4.6
Acura,ILX Premium Package,2022.0,16120.0,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,Gray,Ebony,False,False,26599.0,3.0,5373.333333333333,2.4
Buick,Rainier CXL,2005.0,147589.0,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,2800.0,20.0,7379.45,4.2
Cadillac,Escalade Luxury,2013.0,95570.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,False,True,22000.0,12.0,7964.166666666667,6.2
Mercedes-Benz,S-Class S 560,2018.0,45791.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,False,True,52000.0,7.0,6541.571428571428,4.0
INFINITI,QX80 Base,2016.0,60000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,False,True,25950.0,9.0,6666.666666666667,5.6
Buick,Encore Preferred,2019.0,50000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,False,True,18795.0,6.0,8333.333333333334,1.4
Mercedes-Benz,GLS 450 Base 4MATIC,2019.0,33481.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Almond Beige,False,False,43999.0,6.0,5580.166666666667,3.0
Jeep,Liberty Limited,2010.0,107000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,False,True,5900.0,15.0,7133.333333333333,3.7
Mercedes-Benz,S-Class S 63 AMG,2011.0,60000.0,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,37000.0,14.0,4285.714285714285,5.5
Audi,A8 L 3.0T,2016.0,55000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,False,True,28000.0,9.0,6111.111111111111,3.0
Mazda,CX-30 2.5 S Select Package,2022.0,4004.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,25500.0,3.0,1334.6666666666667,2.5
Bentley,Continental GT Speed,2009.0,57800.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,False,False,59400.0,16.0,3612.5,6.0
Bentley,Continental GT V8,2022.0,10972.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,False,True,217950.0,3.0,3657.3333333333335,4.0
Bentley,Flying Spur V8,2022.0,27858.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,–,–,False,True,197750.0,3.0,9286.0,4.0
Porsche,911 Carrera 4S,2018.0,31678.0,Gasoline,3.0 Liter,–,Silver,–,False,False,106798.0,7.0,4525.428571428572,3.0
Volkswagen,Golf R 4-Door,2016.0,47144.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,29950.0,9.0,5238.222222222223,2.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2011.0,165454.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,False,True,4000.0,14.0,11818.142857142857,3.8
Ford,F-150 XLT,2018.0,98000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,False,True,25500.0,7.0,14000.0,3.5
Hyundai,Tucson Limited,2020.0,39913.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Black Noir Pearl,Beige,False,False,22749.0,5.0,7982.6,2.4
Ford,Mustang V6,2013.0,147191.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,False,True,12990.0,12.0,12265.916666666666,3.7
BMW,435 i,2014.0,53600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,False,True,25980.0,11.0,4872.727272727273,3.0
Dodge,Challenger R/T,2010.0,100100.0,–,–,Transmission w/Dual Shift Mode,Purple,Black,False,True,17000.0,15.0,6673.333333333333,
Mercedes-Benz,AMG G 63 Base,2020.0,1750.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,False,True,199995.0,5.0,350.0,4.0
Dodge,Challenger SRT Hellcat,2020.0,2750.0,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,False,True,104500.0,5.0,550.0,6.2
Porsche,Boxster Base,2013.0,40800.0,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,False,True,35500.0,12.0,3400.0,2.7
Porsche,Macan Base,2018.0,36798.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,False,True,49500.0,7.0,5256.857142857143,2.0
Ford,F-250 XL,2021.0,77699.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,Medium Earth Gray,False,False,49883.0,4.0,19424.75,6.7
Ford,Mustang GT,2010.0,87500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,False,True,14900.0,15.0,5833.333333333333,4.6
Chevrolet,Suburban LT,2020.0,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,38500.0,5.0,18600.0,5.3
Mercedes-Benz,C-Class C 300 4MATIC,2018.0,41515.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,False,True,28251.0,7.0,5930.714285714285,2.0
RAM,1500 Classic Warlock,2019.0,19000.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,False,False,33242.0,6.0,3166.6666666666665,3.6
Toyota,Sequoia SR5,2023.0,1539.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,False,True,76373.0,2.0,769.5,3.4
BMW,M5 Base,2018.0,31090.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,False,True,68000.0,7.0,4441.428571428572,4.4
Mazda,Mazda3 FWD w/Premium Package,2022.0,21701.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Soul Red Crystal Metallic,Black,False,False,25099.0,3.0,7233.666666666667,2.5
Nissan,Rogue SL,2016.0,97726.0,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Variable,Gun Metallic,Charcoal,False,False,15998.0,9.0,10858.444444444445,2.5
Audi,A7 3.0T Prestige,2015.0,73000.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Gray,False,True,34000.0,10.0,7300.0,3.0
Genesis,G80 3.8,2020.0,23600.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,False,True,31900.0,5.0,4720.0,3.8
Rolls-Royce,Ghost Base,2016.0,8755.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,166900.0,9.0,972.7777777777778,6.6
BMW,M6 Gran Coupe Base,2019.0,20500.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,False,True,67900.0,6.0,3416.6666666666665,4.4
Ford,Mustang V6,2013.0,57912.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,False,True,18750.0,12.0,4826.0,3.7
BMW,650 i,2009.0,35000.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,18500.0,16.0,2187.5,4.8
Nissan,Leaf SV PLUS,2023.0,7089.0,,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,False,True,29895.0,2.0,3544.5,
Lincoln,MKC Reserve,2019.0,35469.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,–,False,False,30890.0,6.0,5911.5,2.3
Kia,Telluride EX,2022.0,14676.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Dark Moss,Gray,False,False,46787.0,3.0,4892.0,3.8
Lincoln,Navigator Reserve,2022.0,13750.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,False,True,79999.0,3.0,4583.333333333333,3.5
Mercedes-Benz,S-Class S 550 4MATIC,2015.0,13300.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,62500.0,10.0,1330.0,4.7
Chevrolet,Suburban LT,2017.0,117000.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,False,True,27000.0,8.0,14625.0,6.0
Audi,A7 55 Premium,2020.0,27100.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,False,True,50000.0,5.0,5420.0,3.0
Ford,Mustang EcoBoost Premium,2017.0,89352.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,False,True,20989.0,8.0,11169.0,2.3
Chevrolet,Cruze LS,2018.0,100000.0,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,8500.0,7.0,14285.714285714286,1.4
Land,Rover Range Rover HSE SWB,2020.0,16000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,False,True,75500.0,5.0,3200.0,3.0
Land,Rover Defender S,2023.0,15200.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,62999.0,2.0,7600.0,2.0
BMW,650 i,2012.0,39960.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,False,True,38995.0,13.0,3073.846153846154,4.4
Ford,Mustang Base,2008.0,119000.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,13500.0,17.0,7000.0,4.0
Kia,K5 GT-Line,2022.0,10971.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Passion Red,Black,False,False,29998.0,3.0,3657.0,1.6
Mazda,Mazda3 i Touring,2014.0,118500.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,False,True,11500.0,11.0,10772.727272727272,2.0
Kia,Stinger GT1,2021.0,8288.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,45899.0,4.0,2072.0,3.3
Chevrolet,Camaro ZL1,2023.0,2950.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,False,True,74500.0,2.0,1475.0,6.2
Mercedes-Benz,AMG G 63 Base,2017.0,73000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,False,True,78000.0,8.0,9125.0,5.5
Ford,Thunderbird Premium,2005.0,82000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,White,False,True,14900.0,20.0,4100.0,3.9
Audi,e-tron Prestige,2019.0,7874.0,,Electric,1-Speed Automatic,Typhoon Gray Metallic,Pearl Beige,False,False,38999.0,6.0,1312.3333333333333,
GMC,Sierra 1500 SLT,2017.0,49105.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,39750.0,8.0,6138.125,6.2
Kia,Telluride LX,2023.0,5500.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,False,True,40000.0,2.0,2750.0,3.8
Chevrolet,Corvette Base,2005.0,36700.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,26000.0,20.0,1835.0,6.0
BMW,650 i,2014.0,40000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,False,True,34000.0,11.0,3636.3636363636365,4.4
Nissan,Rogue SL,2017.0,78110.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,False,17500.0,8.0,9763.75,2.5
GMC,Acadia Denali,2015.0,74864.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,False,True,19780.0,10.0,7486.4,3.6
Cadillac,Escalade Premium Luxury Platinum,2021.0,15350.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,93500.0,4.0,3837.5,6.2
Nissan,GT-R Premium,2010.0,46100.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,False,True,72999.0,15.0,3073.3333333333335,3.8
Toyota,Highlander XLE,2018.0,61454.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,False,True,31000.0,7.0,8779.142857142857,3.5
BMW,X7 xDrive40i,2020.0,45241.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,False,True,54500.0,5.0,9048.2,3.0
INFINITI,QX60 Base,2018.0,48000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,False,True,27000.0,7.0,6857.142857142857,3.5
Lexus,IS 250C Base,2010.0,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,False,True,18500.0,15.0,4566.666666666667,2.5
GMC,Sierra 1500 Denali,2019.0,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,False,False,51899.0,6.0,7238.833333333333,5.3
Chevrolet,SSR Base,2005.0,122961.0,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Redline Red,Ebony,False,True,20995.0,20.0,6148.05,6.0
Dodge,Challenger R/T,2014.0,92861.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,False,True,19750.0,11.0,8441.90909090909,5.7
Hyundai,Equus Signature,2016.0,72000.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,21400.0,9.0,8000.0,5.0
Ford,Mustang GT,2003.0,83000.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,10500.0,22.0,3772.7272727272725,4.6
Audi,e-tron Premium,2021.0,18031.0,,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,False,False,39599.0,4.0,4507.75,
Toyota,Sequoia Limited,2023.0,8200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,False,True,78900.0,2.0,4100.0,3.4
Land,Rover Range Rover Sport HST MHEV,2020.0,19000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,False,False,74900.0,5.0,3800.0,3.0
Jeep,Grand Cherokee L Limited,2022.0,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,False,False,42599.0,3.0,4291.666666666667,3.6
Maserati,GranTurismo Sport,2015.0,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,False,True,36000.0,10.0,3200.0,4.7
BMW,M5 Base,2013.0,61145.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,37500.0,12.0,5095.416666666667,4.4
Mercedes-Benz,C-Class 4MATIC Sedan,2022.0,9612.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,False,False,43900.0,3.0,3204.0,2.0
Land,Rover Range Rover Sport First Edition,2023.0,3534.0,Hybrid,4.4 Liter,Automatic,Red,Black,False,False,143998.0,2.0,1767.0,4.4
Ford,F-150 Lariat,2011.0,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,False,True,14000.0,14.0,10857.142857142857,3.5
Audi,A4 2.0T Premium,2012.0,129567.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,7000.0,13.0,9966.692307692309,2.0
BMW,540 i xDrive,2019.0,36000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,41995.0,6.0,6000.0,3.0
BMW,X6 xDrive35i,2009.0,92008.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,False,True,12500.0,16.0,5750.5,3.0
Ford,Mustang Base,1998.0,63900.0,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,10300.0,27.0,2366.6666666666665,3.8
Toyota,Sequoia Limited,2012.0,150900.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,17500.0,13.0,11607.692307692309,5.7
